lemma,cefr_level,ipa,def_en,source_list
really,A1,/ˈrɪə.li/,"Actually, truly.",langeek_a1
red,A1,/rɛd/,Having the color of tomatoes or blood.,langeek_a1
rest,A1,/rɛst/,To stop working and relax.,langeek_a1
restaurant,A1,/ˈrɛs.tə.rɑːnt/,A place to eat meals.,langeek_a1
rice,A1,/raɪs/,Small white or brown grains used for food.,langeek_a1
rich,A1,/rɪtʃ/,Owning a great amount of money or things that cost a lot.,langeek_a1
right,A1,/raɪt/,Based on facts or the truth.,langeek_a1
river,A1,/ˈrɪ.vɚ/,A long flow of water.,langeek_a1
roof,A1,/ruːf/,The top covering of a building.,langeek_a1
room,A1,/ruːm/,A space in a building for activities.,langeek_a1
run,A1,/rʌn/,To move fast on foot.,langeek_a1
sad,A1,/sæd/,Feeling bad emotionally.,langeek_a1
salad,A1,/ˈsæl.əd/,A mix of vegetables with sauce.,langeek_a1
salt,A1,/sɔːlt/,A white substance used in food.,langeek_a1
same,A1,/seɪm/,Like another thing or person in every way.,langeek_a1
sandwich,A1,/ˈsæn.wɪtʃ/,"Bread with meat, cheese, etc. inside.",langeek_a1
saturday,A1,/ˈsætɚdeɪ/,The day that comes after Friday.,langeek_a1
school,A1,/skuːl/,A place where children learn.,langeek_a1
science,A1,/ˈsaɪ.əns/,The study of the natural world.,langeek_a1
sea,A1,/siː/,Large salty water area.,langeek_a1
second,A1,/ˈsɛkənd/,"The standard SI unit of time, equal to one-sixtieth of a minute.",langeek_a1
see,A1,/siː/,To notice with your eyes.,langeek_a1
sell,A1,/sɛl/,To give something for money.,langeek_a1
september,A1,/sɛpˈtɛm.bɚ/,"The ninth month of the year, after August and before October.",langeek_a1
seven,A1,/ˈsɛvən/,The number 7.,langeek_a1
seventeen,A1,/ˈsɛvənˌtiːn/,The number 17.,langeek_a1
seventy,A1,/ˈsɛvənˌti/,The number 70.,langeek_a1
share,A1,/ʃɛr/,To use or give something with others.,langeek_a1
sheep,A1,/ʃiːp/,A farm animal raised for wool and meat.,langeek_a1
ship,A1,/ʃɪp/,A large boat for crossing the sea.,langeek_a1
shirt,A1,/ʃɝːt/,A top with sleeves and buttons.,langeek_a1
shoe,A1,/ʃuː/,Footwear for protection.,langeek_a1
single,A1,/ˈsɪŋ.ɡəl/,Not in a relationship or marriage.,langeek_a1
sister,A1,/ˈsɪs.tɚ/,A female sibling.,langeek_a1
sit,A1,/sɪt/,To rest with your bottom on a surface.,langeek_a1
six,A1,/sɪks/,The number 6.,langeek_a1
sixteen,A1,/ˈsɪksˌtiːn/,The number 16.,langeek_a1
sixty,A1,/ˈsɪksti/,The number 60.,langeek_a1
skirt,A1,/skɝːt/,A piece of clothing worn around the waist.,langeek_a1
sky,A1,/skaɪ/,The space above Earth.,langeek_a1
sleep,A1,/sliːp/,To rest with eyes closed.,langeek_a1
slow,A1,/sloʊ/,"Moving, happening, or being done at a speed that is low.",langeek_a1
small,A1,/smɔːl/,Below average in physical size.,langeek_a1
smart,A1,/smɑːrt/,Able to learn and think well.,langeek_a1
snake,A1,/sneɪk/,"A long, legless animal that can bite.",langeek_a1
snowy,A1,/ˈsnoʊ.i/,Having lots of snow.,langeek_a1
soap,A1,/soʊp/,A substance for washing.,langeek_a1
soccer,A1,/ˈsɑː.kɚ/,A sport where players kick a ball to score.,langeek_a1
sock,A1,/sɑːk/,Soft fabric worn on feet.,langeek_a1
sofa,A1,/ˈsoʊ.fə/,A soft seat for multiple people.,langeek_a1
sometimes,A1,/ˈsʌm.taɪmz/,"Not always, but occasionally.",langeek_a1
son,A1,/sʌn/,A male child.,langeek_a1
soon,A1,/suːn/,In a short time.,langeek_a1
sorry,A1,/ˈsɑːri/,Used to apologize or express embarrassment.,langeek_a1
soup,A1,/suːp/,Liquid food made by boiling ingredients.,langeek_a1
south,A1,/saʊθ/,The direction right of sunrise.,langeek_a1
spain,A1,/speɪn/,A country in southwest Europe.,langeek_a1
spanish,A1,/ˈspæn.ɪʃ/,Relating to Spain or its people.,langeek_a1
speak,A1,/spiːk/,To use words to express something.,langeek_a1
spell,A1,/spɛl/,To say or write the letters of a word.,langeek_a1
spoon,A1,/spuːn/,A tool for eating or stirring.,langeek_a1
sport,A1,/spɔːrt/,A competitive physical activity.,langeek_a1
stand,A1,/stænd/,To be upright on feet.,langeek_a1
star,A1,/stɑːr/,A bright point in the sky.,langeek_a1
start,A1,/stɑːrt/,To begin something.,langeek_a1
station,A1,/ˈsteɪ.ʃən/,A place to get on or off a train or bus.,langeek_a1
stomach,A1,/ˈstʌ.mək/,The body part inside our body where the food we eat goes.,langeek_a1
stop,A1,/stɑːp/,To make something not move.,langeek_a1
stove,A1,/stoʊv/,Equipment for cooking food.,langeek_a1
street,A1,/striːt/,A public path for vehicles.,langeek_a1
student,A1,/ˈstuː.dənt/,A person studying at school or university.,langeek_a1
study,A1,/ˈstʌ.di/,To learn through reading or school.,langeek_a1
stupid,A1,/ˈstuː.pɪd/,Not able to understand quickly.,langeek_a1
subway,A1,/ˈsʌb.weɪ/,An underground railway system.,langeek_a1
sugar,A1,/ˈʃʊɡ.ɚ/,A sweet substance from plants.,langeek_a1
suit,A1,/suːt/,A matching jacket and pants.,langeek_a1
sun,A1,/sʌn/,The bright star that gives light.,langeek_a1
sunday,A1,/ˈsʌndeɪ/,The day that comes after Saturday.,langeek_a1
sunny,A1,/ˈsʌ.ni/,Bright because of the sun.,langeek_a1
supermarket,A1,/ˈsuː.pɚˌmɑːr.kɪt/,A large store for food and supplies.,langeek_a1
sweater,A1,/ˈswɛ.tɚ/,A warm long-sleeved top.,langeek_a1
swim,A1,/swɪm/,To move through water.,langeek_a1
swimming,A1,/ˈswɪ.mɪŋ/,Moving through water using arms and legs.,langeek_a1
swimsuit,A1,/ˈswɪm.suːt/,Clothing worn for swimming.,langeek_a1
t-shirt,A1,/ˈtiː.ʃɝːt/,A casual short-sleeved top.,langeek_a1
table,A1,/ˈteɪ.bəl/,Furniture for placing things or eating.,langeek_a1
take,A1,/teɪk/,To reach for and hold something.,langeek_a1
talk,A1,/tɔːk/,To express thoughts with words.,langeek_a1
tall,A1,/tɔːl/,Having a greater than average height.,langeek_a1
taxi,A1,/ˈtæk.si/,A paid car service for transportation.,langeek_a1
tea,A1,/tiː/,A drink made from dried tea leaves.,langeek_a1
teach,A1,/tiːtʃ/,To give lessons to others.,langeek_a1
teacher,A1,/ˈtiː.tʃɚ/,A person who teaches in a school.,langeek_a1
ten,A1,/tɛn/,The number 10.,langeek_a1
tennis,A1,/ˈtɛn.ɪs/,A sport played with rackets and a ball.,langeek_a1
thank you,A1,/θæŋk ju/,A phrase to show gratitude.,langeek_a1
thanks,A1,/θæŋks/,A casual way to express gratitude.,langeek_a1
that,A1,/ðæt/,Referring to something far.,langeek_a1
there,A1,/ðɛr/,At another place.,langeek_a1
thin,A1,/θɪn/,Weighing less than is healthy.,langeek_a1
thing,A1,/θɪŋ/,An object with no specific name.,langeek_a1
think,A1,/θɪŋk/,To have an idea or belief.,langeek_a1
thirsty,A1,/ˈθɝː.sti/,Needing a drink.,langeek_a1
thirteen,A1,/ˈθɝːˌtiːn/,The number 13.,langeek_a1
thirty,A1,/ˈθɝːti/,The number 30.,langeek_a1
this,A1,/ðɪs/,Referring to something close.,langeek_a1
three,A1,/θriː/,The number 3.,langeek_a1
thursday,A1,/ˈθɝːzdeɪ/,The day that comes after Wednesday.,langeek_a1
ticket,A1,/ˈtɪ.kɪt/,A paper or card for entry or travel.,langeek_a1
tie,A1,/taɪ/,A narrow fabric worn around the collar.,langeek_a1
to,A1,/tuː/,Showing movement or direction.,langeek_a1
tomato,A1,/təˈmeɪ.toʊ/,A red soft fruit used in salads.,langeek_a1
too,A1,/tuː/,"Also, in addition.",langeek_a1
toothbrush,A1,/ˈtuːθ.brʌʃ/,A brush for cleaning teeth.,langeek_a1
touch,A1,/tʌtʃ/,To put your hand on something.,langeek_a1
town,A1,/taʊn/,A smaller area than a city.,langeek_a1
train,A1,/treɪn/,Connected carriages that travel on rails.,langeek_a1
train station,A1,/treɪn ˈsteɪ.ʃən/,A stop for passengers boarding trains.,langeek_a1
trash can,A1,/træʃ kæn/,A container for garbage.,langeek_a1
travel,A1,/ˈtræv.əl/,To go somewhere far.,langeek_a1
tree,A1,/triː/,A tall plant with leaves.,langeek_a1
truck,A1,/trʌk/,A big vehicle for carrying goods.,langeek_a1
true,A1,/truː/,According to reality or facts.,langeek_a1
tuesday,A1,/ˈtuːzdeɪ/,The day that comes after Monday.,langeek_a1
turn,A1,/tɝːn/,To rotate or move in another direction.,langeek_a1
tv,A1,/ˈtiː.viː/,A screen for watching programs.,langeek_a1
twelve,A1,/twɛlv/,The number 12.,langeek_a1
twenty,A1,/ˈtwɛnti/,The number 20.,langeek_a1
two,A1,/tuː/,The number 2.,langeek_a1
ugly,A1,/ˈʌɡ.li/,Not pleasant to the mind or senses.,langeek_a1
uncle,A1,/ˈʌŋ.kəl/,A parent’s brother or their husband.,langeek_a1
under,A1,/ˈʌn.dɚ/,Beneath something.,langeek_a1
underwear,A1,/ˈʌn.dɚ.wɛr/,Clothes worn under other clothing.,langeek_a1
university,A1,/ˌjuː.nɪˈvɝː.sə.ti/,A place for advanced studies and degrees.,langeek_a1
unsure,A1,/ʌnˈʃʊr/,Having doubts about or no confidence in someone or something.,langeek_a1
upstairs,A1,/ʌpˈstɛrz/,On a higher level of a building.,langeek_a1
usually,A1,/ˈjuː.ʒə.li/,In most cases.,langeek_a1
van,A1,/væn/,A big vehicle for carrying people or things.,langeek_a1
vegetable,A1,/ˈvɛ.dʒ.tə.bəl/,A plant used as food.,langeek_a1
video game,A1,/ˈvɪ.di.oʊ ˌɡeɪm/,A digital game played on a computer or console.,langeek_a1
violin,A1,/ˌvaɪ.əˈlɪn/,A string instrument played with a bow.,langeek_a1
volleyball,A1,/ˈvɑː.liˌbɔːl/,A sport where players hit a ball over a net.,langeek_a1
waiter,A1,/ˈweɪ.tɚ/,A man who serves food in restaurants.,langeek_a1
waitress,A1,/ˈweɪ.trɪs/,A woman who serves food in restaurants.,langeek_a1
wake up,A1,/weɪk ʌp/,To stop sleeping.,langeek_a1
walk,A1,/wɔːk/,To move forward on foot.,langeek_a1
wall,A1,/wɔːl/,A vertical structure for dividing spaces.,langeek_a1
want,A1,/wɑːnt/,To wish to have something.,langeek_a1
wash,A1,/wɑːʃ/,To clean with water or soap.,langeek_a1
watch,A1,/wɑːtʃ/,To look at something for a while.,langeek_a1
water,A1,/ˈwɔː.tɚ/,A clear liquid needed for life.,langeek_a1
wear,A1,/wɛr/,To have clothes on.,langeek_a1
weather,A1,/ˈwɛ.ðɚ/,Conditions of air and sky.,langeek_a1
wednesday,A1,/ˈwɛnzdeɪ/,The day that comes after Tuesday.,langeek_a1
week,A1,/wiːk/,A period of time made up of seven days in a calendar.,langeek_a1
west,A1,/wɛst/,The direction of sunset.,langeek_a1
what,A1,/wʌt/,Asking for information.,langeek_a1
when,A1,/wɛn/,Asking for a time.,langeek_a1
where,A1,/wɛr/,Asking for a place.,langeek_a1
white,A1,/waɪt/,"Having the color that is the lightest, like snow.",langeek_a1
who,A1,/huː/,Asking about a person.,langeek_a1
why,A1,/waɪ/,Asking for a reason.,langeek_a1
wife,A1,/waɪf/,A married woman.,langeek_a1
window,A1,/ˈwɪn.doʊ/,A glass space for light or air.,langeek_a1
with,A1,/wɪð/,Together in one place.,langeek_a1
work,A1,/wɝːk/,An activity done to earn money.,langeek_a1
write,A1,/raɪt/,To form words on paper.,langeek_a1
wrong,A1,/rɔːŋ/,Not based on facts or the truth.,langeek_a1
yard,A1,/jɑːrd/,Land near a house for grass or plants.,langeek_a1
yellow,A1,/ˈjɛloʊ/,Having the color of lemons or the sun.,langeek_a1
yes,A1,/jɛs/,Used to show agreement or that something is true.,langeek_a1
young,A1,/jʌŋ/,In the early stages of life.,langeek_a1
zero,A1,/ˈzɪroʊ/,The number 0.,langeek_a1
able,A2,,,cambridge_a2
accident,A2,,,cambridge_a2
ache,A2,,,cambridge_a2
act,A2,,,cambridge_a2
ad,A2,,,cambridge_a2
address,A2,,,cambridge_a2
adj,A2,,,cambridge_a2
adjectives,A2,,,cambridge_a2
advanced,A2,,,cambridge_a2
adventure,A2,,,cambridge_a2
advertisement,A2,,,cambridge_a2
aero,A2,,,cambridge_a2
afraid,A2,,,cambridge_a2
air,A2,,,cambridge_a2
alone,A2,,,cambridge_a2
amazing,A2,,,cambridge_a2
ambulance,A2,,,cambridge_a2
appointment,A2,,,cambridge_a2
area,A2,,,cambridge_a2
arm,A2,,,cambridge_a2
armchair,A2,,,cambridge_a2
art,A2,,,cambridge_a2
article,A2,,,cambridge_a2
artist,A2,,,cambridge_a2
assistant,A2,,,cambridge_a2
autumn,A2,,,cambridge_a2
backpack,A2,,,cambridge_a2
badminton,A2,,,cambridge_a2
bake,A2,,,cambridge_a2
barbecue,A2,,,cambridge_a2
baseball,A2,,,cambridge_a2
basketball,A2,,,cambridge_a2
bat,A2,,,cambridge_a2
bath,A2,,,cambridge_a2
bathing,A2,,,cambridge_a2
bee,A2,,,cambridge_a2
beginner,A2,,,cambridge_a2
belt,A2,,,cambridge_a2
better,A2,,,cambridge_a2
bike,A2,,,cambridge_a2
bill,A2,,,cambridge_a2
bin,A2,,,cambridge_a2
biology,A2,,,cambridge_a2
biscuit,A2,,,cambridge_a2
blackboard,A2,,,cambridge_a2
blanket,A2,,,cambridge_a2
block,A2,,,cambridge_a2
blood,A2,,,cambridge_a2
blouse,A2,,,cambridge_a2
board,A2,,,cambridge_a2
boil,A2,,,cambridge_a2
boiled,A2,,,cambridge_a2
bookcase,A2,,,cambridge_a2
bookshelf,A2,,,cambridge_a2
bookshop,A2,,,cambridge_a2
bookstore,A2,,,cambridge_a2
bored,A2,,,cambridge_a2
boring,A2,,,cambridge_a2
boss,A2,,,cambridge_a2
bowl,A2,,,cambridge_a2
bracelet,A2,,,cambridge_a2
brain,A2,,,cambridge_a2
brave,A2,,,cambridge_a2
break,A2,,,cambridge_a2
bridge,A2,,,cambridge_a2
brilliant,A2,,,cambridge_a2
buildings,A2,,,cambridge_a2
burger,A2,,,cambridge_a2
business,A2,,,cambridge_a2
businessman,A2,,,cambridge_a2
businesswoman,A2,,,cambridge_a2
busy,A2,,,cambridge_a2
cafe,A2,,,cambridge_a2
cafeteria,A2,,,cambridge_a2
calendar,A2,,,cambridge_a2
camera,A2,,,cambridge_a2
camp,A2,,,cambridge_a2
camping,A2,,,cambridge_a2
campsite,A2,,,cambridge_a2
can,A2,,,cambridge_a2
candy,A2,,,cambridge_a2
cap,A2,,,cambridge_a2
card,A2,,,cambridge_a2
careful,A2,,,cambridge_a2
carpet,A2,,,cambridge_a2
cartoon,A2,,,cambridge_a2
case,A2,,,cambridge_a2
cash,A2,,,cambridge_a2
castle,A2,,,cambridge_a2
catch,A2,,,cambridge_a2
cd,A2,,,cambridge_a2
cell,A2,,,cambridge_a2
cent,A2,,,cambridge_a2
centimeter,A2,,,cambridge_a2
centimetre,A2,,,cambridge_a2
centre,A2,,,cambridge_a2
century,A2,,,cambridge_a2
cereal,A2,,,cambridge_a2
chain,A2,,,cambridge_a2
change,A2,,,cambridge_a2
chat,A2,,,cambridge_a2
check,A2,,,cambridge_a2
chef,A2,,,cambridge_a2
chemist,A2,,,cambridge_a2
chemistry,A2,,,cambridge_a2
cheque,A2,,,cambridge_a2
chess,A2,,,cambridge_a2
chilli,A2,,,cambridge_a2
chips,A2,,,cambridge_a2
chocolate,A2,,,cambridge_a2
cinema,A2,,,cambridge_a2
classical,A2,,,cambridge_a2
classmate,A2,,,cambridge_a2
cleaner,A2,,,cambridge_a2
clear,A2,,,cambridge_a2
clever,A2,,,cambridge_a2
click,A2,,,cambridge_a2
climb,A2,,,cambridge_a2
club,A2,,,cambridge_a2
cm,A2,,,cambridge_a2
coach,A2,,,cambridge_a2
cola,A2,,,cambridge_a2
collect,A2,,,cambridge_a2
comb,A2,,,cambridge_a2
comic,A2,,,cambridge_a2
company,A2,,,cambridge_a2
competition,A2,,,cambridge_a2
computer,A2,,,cambridge_a2
concert,A2,,,cambridge_a2
conversation,A2,,,cambridge_a2
cooker,A2,,,cambridge_a2
cool,A2,,,cambridge_a2
corner,A2,,,cambridge_a2
cost,A2,,,cambridge_a2
costume,A2,,,cambridge_a2
countryside,A2,,,cambridge_a2
course,A2,,,cambridge_a2
credit,A2,,,cambridge_a2
cricket,A2,,,cambridge_a2
cupboard,A2,,,cambridge_a2
curry,A2,,,cambridge_a2
curtain,A2,,,cambridge_a2
customer,A2,,,cambridge_a2
cycling,A2,,,cambridge_a2
daily,A2,,,cambridge_a2
dance,A2,,,cambridge_a2
dancer,A2,,,cambridge_a2
danger,A2,,,cambridge_a2
dangerous,A2,,,cambridge_a2
date,A2,,,cambridge_a2
day,A2,,,cambridge_a2
dead,A2,,,cambridge_a2
december,A2,,,cambridge_a2
degree,A2,,,cambridge_a2
delay,A2,,,cambridge_a2
delayed,A2,,,cambridge_a2
delicious,A2,,,cambridge_a2
department,A2,,,cambridge_a2
desert,A2,,,cambridge_a2
dessert,A2,,,cambridge_a2
diary,A2,,,cambridge_a2
dictionary,A2,,,cambridge_a2
die,A2,,,cambridge_a2
digital,A2,,,cambridge_a2
dining,A2,,,cambridge_a2
diploma,A2,,,cambridge_a2
disco,A2,,,cambridge_a2
documents,A2,,,cambridge_a2
dollar,A2,,,cambridge_a2
dot,A2,,,cambridge_a2
down,A2,,,cambridge_a2
download,A2,,,cambridge_a2
dr,A2,,,cambridge_a2
draw,A2,,,cambridge_a2
drawer,A2,,,cambridge_a2
drawing,A2,,,cambridge_a2
dressed,A2,,,cambridge_a2
driving,A2,,,cambridge_a2
drum,A2,,,cambridge_a2
dvd,A2,,,cambridge_a2
dy,A2,,,cambridge_a2
earn,A2,,,cambridge_a2
earring,A2,,,cambridge_a2
electric,A2,,,cambridge_a2
electricity,A2,,,cambridge_a2
email,A2,,,cambridge_a2
engine,A2,,,cambridge_a2
enter,A2,,,cambridge_a2
entrance,A2,,,cambridge_a2
envelope,A2,,,cambridge_a2
euro,A2,,,cambridge_a2
exam,A2,,,cambridge_a2
excellent,A2,,,cambridge_a2
exercise,A2,,,cambridge_a2
exhibition,A2,,,cambridge_a2
exit,A2,,,cambridge_a2
experiences,A2,,,cambridge_a2
explorer,A2,,,cambridge_a2
face,A2,,,cambridge_a2
factory,A2,,,cambridge_a2
famous,A2,,,cambridge_a2
farm,A2,,,cambridge_a2
farmer,A2,,,cambridge_a2
fashion,A2,,,cambridge_a2
favourite,A2,,,cambridge_a2
feelings,A2,,,cambridge_a2
festival,A2,,,cambridge_a2
field,A2,,,cambridge_a2
file,A2,,,cambridge_a2
film,A2,,,cambridge_a2
finger,A2,,,cambridge_a2
fishing,A2,,,cambridge_a2
fit,A2,,,cambridge_a2
flat,A2,,,cambridge_a2
flight,A2,,,cambridge_a2
fog,A2,,,cambridge_a2
foggy,A2,,,cambridge_a2
football,A2,,,cambridge_a2
footballer,A2,,,cambridge_a2
form,A2,,,cambridge_a2
free,A2,,,cambridge_a2
fried,A2,,,cambridge_a2
friend,A2,,,cambridge_a2
friendly,A2,,,cambridge_a2
friends,A2,,,cambridge_a2
fun,A2,,,cambridge_a2
funny,A2,,,cambridge_a2
furniture,A2,,,cambridge_a2
garage,A2,,,cambridge_a2
garlic,A2,,,cambridge_a2
gas,A2,,,cambridge_a2
gate,A2,,,cambridge_a2
geography,A2,,,cambridge_a2
girl,A2,,,cambridge_a2
glasses,A2,,,cambridge_a2
glove,A2,,,cambridge_a2
goal,A2,,,cambridge_a2
golden,A2,,,cambridge_a2
golf,A2,,,cambridge_a2
good,A2,,,cambridge_a2
gram,A2,,,cambridge_a2
grand,A2,,,cambridge_a2
granddaughter,A2,,,cambridge_a2
grandma,A2,,,cambridge_a2
grandpa,A2,,,cambridge_a2
grandparent,A2,,,cambridge_a2
grandson,A2,,,cambridge_a2
granny,A2,,,cambridge_a2
grass,A2,,,cambridge_a2
gray,A2,,,cambridge_a2
great,A2,,,cambridge_a2
grey,A2,,,cambridge_a2
grilled,A2,,,cambridge_a2
grocery,A2,,,cambridge_a2
group,A2,,,cambridge_a2
grow,A2,,,cambridge_a2
guest,A2,,,cambridge_a2
guide,A2,,,cambridge_a2
guy,A2,,,cambridge_a2
hall,A2,,,cambridge_a2
hand,A2,,,cambridge_a2
handbag,A2,,,cambridge_a2
hard,A2,,,cambridge_a2
health,A2,,,cambridge_a2
heart,A2,,,cambridge_a2
heating,A2,,,cambridge_a2
high,A2,,,cambridge_a2
hill,A2,,,cambridge_a2
hip,A2,,,cambridge_a2
hockey,A2,,,cambridge_a2
holidays,A2,,,cambridge_a2
hop,A2,,,cambridge_a2
hour,A2,,,cambridge_a2
hours,A2,,,cambridge_a2
hurt,A2,,,cambridge_a2
ill,A2,,,cambridge_a2
important,A2,,,cambridge_a2
ination,A2,,,cambridge_a2
information,A2,,,cambridge_a2
instructions,A2,,,cambridge_a2
instrument,A2,,,cambridge_a2
interested,A2,,,cambridge_a2
interesting,A2,,,cambridge_a2
internet,A2,,,cambridge_a2
jewellery,A2,,,cambridge_a2
jewelry,A2,,,cambridge_a2
join,A2,,,cambridge_a2
journalist,A2,,,cambridge_a2
journey,A2,,,cambridge_a2
jumper,A2,,,cambridge_a2
key,A2,,,cambridge_a2
keyboard,A2,,,cambridge_a2
kg,A2,,,cambridge_a2
kilo,A2,,,cambridge_a2
kilometre,A2,,,cambridge_a2
kind,A2,,,cambridge_a2
king,A2,,,cambridge_a2
kit,A2,,,cambridge_a2
km,A2,,,cambridge_a2
lake,A2,,,cambridge_a2
lamp,A2,,,cambridge_a2
laptop,A2,,,cambridge_a2
laugh,A2,,,cambridge_a2
